title	abstract	pdf
Hybridsystem ultrakalter Atome und supraleitender Ringstrukturen	"Durch die zunehmend gute Kontrolle einzelner Quantensysteme ist es möglich geworden verschiedene Quantensysteme zu kombinieren und in Wechselwirkung zu bringen. Dadurch entstand das Feld der hybriden Quantensysteme, welches sich in den letzten Jahren stetig weiterentwickelt hat. 
 In dieser Arbeit wird das hybride Quantensystem aus supraleitenden Ringstrukturen und Wolken aus ultrakalten Rubidium-87 Atomen untersucht. Bei geschlossenen Wegen in Supraleitern, wie sie Ringe darstellen, ist der magnetische Fluss durch die umschlossene Fläche in ganzzahligen Vielfachen des magnetischen Flussquants quantisiert. Es wird in dieser Arbeit aufgezeigt, dass ultrakalte Atomwolken im Einflussbereich des supraleitenden Rings durch einzelne Flussquanten beeinflusst werden können. Die verschiedenen Auswirkungen der Flussquanten auf das atomare Ensemble, wie die Fallenfrequenz und damit die Schwerpunktsschwingung der Wolke im Potenzial, ebenso wie die Veränderung des Dichteprofils der Atomwolke und der in der Falle speicherbaren Atomzahl werden demonstriert. Dazu werden Messungen der Atomwolke im Einflussbereich der Flussquanten des Rings durchgeführt und ausgewertet, um experimentell die deutliche Sensitivität der Atomwolke auf einzelne Flussquanten über einen weiten Bereich von mehr als zehn Quanten zu demonstrieren. 
 Zum besseren Verständnis und zur Interpretation der Messdaten werden numerische Berechnungen des Fallenpotenzials durchgeführt und ein Modell für die Dichteverteilung der Atome aufgestellt und mit den Messwerten verglichen. 
 Dies stellt eine Voraussetzung und einen ersten grundlegenden Schritt hin zur Kopplung von Flussquanten und Wolken aus ultrakalten Atomen dar und eröffnet den weiteren Weg zur Übertragung von Zuständen zwischen diesen beiden Quantensystemen."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/74166/Dissertation_Patrizia_Weiss.pdf?sequence=1&isAllowed=y
Topological excitations and external charges in Yang-Mills theories and Ising spin glasses at finite temperature	"The present thesis is devoted to an investigation of various physical systems in the vicinity of the boundary between statistical physics and quantum field theory using non-perturbative methods.

In the first chapter we present a generalization of the so called dressing formalism to non-abelian gauge theories, initially introduced by Dirac in the context of abelian gauge theories in order to construct gauge invariant charges in quantum electrodynamics. First of all, a method is devised which allows us to compare various Ansätze for the unknown ground state of a gauge theory in the presence of a pair of static charges. We primarily focus on two classes of states, closely related to the choice of axial and Coulomb gauge respectively. Starting from QED which can be treated analytically it is shown that a comparison of the persistence amplitude of different states, describing charges with different dressings, also provides a viable method to probe the ground state in a numerical investigation of the corresponding theory on a lattice by means of Monte Carlo simulations. The problems arising in a perturbative construction of dressings in non-abelian gauge theories are discussed before turning to the investigation of a SU(2)-Yang-Mills theory coupled to a scalar in the fundamental representation using a non-perturbative approach. Finally we present the results of an investigation of pure SU(2)-Yang-Mills theory in the continuum limit.

In the second chapter we study the role of centre vortices in the theory of strong and electroweak interactions at finite temperature. The string breaking phenomenon which can be understood as a change of percolation properties of vortices in the framework of the so called random vortex model proved to be observable in a numerical study of a model of QCD after fixing the Direct Maximal Centre Gauge (DMCG) and projecting onto the centre degrees of freedom. An investigation of the electroweak standard model at finite temperature showed that a sensible definition of centre vortices - as opposed to elementary Z-strings and embedded Nambu monopoles - can also be obtained in the dimensionally reduced theory using local operators only, which allows the detection of objects whose density proves to be invariant under renormalization group transformations.

The third chapter is concerned with the investigation of frustrated systems. On the basis of the prototypical two dimensional Ising spin glass we point out the possibility of a gauge invariant characterization of frustration by means of Z_2-vortices which allows for a unified classification of various instances of spin glasses sharing the same thermodynamic properties. The relevance of Landau gauge for the calculation of the ground state energy is explained before we present the results of an exact calculation of this energy in terms of the planar density of vortices which serves as a new parameter of complexity. At finite temperature an algorithm is used which is shown to be able to define and update clusters of spins in a gauge invariant way. As a first application of the cluster algorithm in the context of gauge theories, we study QCD in its dimensionally reduced form near the critical temperature by embedding Ising spins into the theory and mapping it to a frustrated spin model in d=3 dimensions with dynamically generated coupling constants.

The topic of the last chapter is an investigation of the fundamentals of the standard model of electroweak interactions as well as the quest for an alternative mechanism for liberation of weak isospin which does not rely on the condensation of fundamental Higgs bosons. To this end we study a SU(3) gauge theory in four space time dimensions coupled to a scalar field in the adjoint representation which enables a transition to a phase characterized by a residual symmetry group SU(2) x U(1). Our numerical results concerning both the static potential of external sources carrying weak isospin and hypercharge and the spectrum of the theory suggest that there might be a point in the phase diagram where an effective quantum field theory is realized which can be characterized by the absence of both of a mass gap and the confinement phenomenon although the symmetry group it is based upon includes a non-abelian factor."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49450/pdf/Dissertation_Wolfgang_Lutz.pdf?sequence=1&isAllowed=y
Dynamics of fractional vortices in long Josephson junctions	"In this thesis static and dynamic properties of fractional vortices in long Josephson junctions are investigated. 
Fractional vortices are circulating supercurrents similar to the well-known Josephson fluxons. Yet, they show the distinguishing property of carrying only a fraction of the magnetic flux quantum.
Fractional vortices are interesting non-linear objects. They spontaneously appear and are pinned at the phase discontinuity points of so called 0-kappa junctions but can be bend or flipped by external forces like bias currents or magnetic fields.
0-kappa junctions and fractional vortices are generalizations of the well-known 0-pi junctions and semifluxons, where not only phase jumps of pi but arbitrary values denoted by kappa are considered.
By using so-called artificial 0-kappa junctions that are based on standard Nb-AlOx-Nb technology the classical dynamics of fractional vortices has been investigated experimentally for the very first time.
Here, half-integer zero field steps could be observed. These voltage steps on the junction’s current-voltage characteristics correspond to the periodic flipping/hopping of fractional vortices.
In addition, the oscillatory eigenmodes of fractional vortices were investigated. In contrast to fluxons fractional vortices have an oscillatory eigenmode with a frequency within the plasma gap. Using resonance spectroscopy the dependence of the eigenmode frequency on the flux carried by the vortex and an applied bias current was determined."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49054/pdf/Dissertation_Gaber_2007.pdf?sequence=1&isAllowed=y
Ultracold atoms inside an optical high-Q ring cavity : collective atomic recoil lasing and superradiant Rayleigh scattering	This work shows the first observation of a Bose-Einstein Condensate inside an optical high-Q ring cavity. Light-fields inside the cavity are able to couple the atomic motion. This leads to a collective behavior and to the formation of instabilities. This work reports on the observation of two collective phenomena called CARL (Collective Atomic Recoil Lasing) and SRyS (Superradiant Rayleigh Scattering). It could be shown that both phenomena are based on the same principle, but occur in different regimes. It could also be shown that the phenomena rely on cooperativity but not on the quantum statistics of the atoms.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49042/pdf/Dissertation_Slama.pdf?sequence=1&isAllowed=y
Matter-Wave Optics with Bose-Einstein Condensates at Microchips	"The topic of this thesis is the diffraction and interference of Bose-Einstein condensates from a magnetic lattice potential. The 4 micrometer periodic potential is generated by a parallel set of current carrying gold wires which are lithographically patterned on the surface of a silicon chip. By bringing condensates into the interaction region of this lattice potential for a short time, diffraction effects can be observed indicated by the appearance of characteristic diffraction orders. The experimental data can be understood by a simple model, describing the diffraction process as an imprint of a periodic phase pattern onto the condensate wave function. Numerical simulations at a supercomputer in England verify this theory.
As the diffraction process does not cause a complete separation of the different diffraction orders, interference between neighbouring orders can be observed, and an interferometer can be realised. Analyzing the interference pattern reveals the relative phase relation between neighbouring diffraction orders. Identical repetitions of the experiment show reproducible phase information and prove the phase coherence of the condensate splitting process at the lattice.
The realized experiments show for the first time the phase coherent manipulation of a Bose-Einstein condensate by an integrated magnetic grating."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49150/pdf/Dissertation_Guenther_2008.pdf?sequence=1&isAllowed=y
Fourier synthesis of asymmetrical optical potentials for atoms	In this work a dissipationless asymmetrical optical potential for cold atoms was produced. In a first step a new type of optical lattice was generated, whose spatial periodicity only corresponds to a quarter of the wavelength of the light used for the generation. This corresponds to the half of the periodicity of a conventional optical lattice, which is formed by the light of the same wavelength. The generation of this new type of optical lattice was reached by the use of two degenerated raman transitions. Virtual processes occur, in which four photons are involved. In conventional optical lattices however virtual two-photon processes occur. By spatially superimposing this optical lattice with a conventional optical lattice an asymmetrical optical potential could be formed. By diffraction of a Bose Einstein condensate of rubidium atoms at the transient activated asymmetrical potential the asymmetrical structure was proven.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49011/pdf/Dissertation_Gunnar_Ritt.pdf?sequence=1&isAllowed=y
Totale Wirkungsquerschnitte des Pion-Proton Ladungsaustausches	"In QCD the mass difference of the up- and down-quarks is the origin of the isospin violation in the strong interaction. The pion-nucleon system is the simplest accessible system which provides information about the isospin breaking in the strong interaction. There are three experimentally accessible reaction channels which may be used to obtain information about the role of isospin in the Pion-Nucleon system: pi+-p -->pi+-p elastic scattering and the single charge exchange (SCX) pi-p -->pi0n. The amplitudes for these reactions fulfill a triangle relation if isospin is conserved. Various tests from several groups result in contradictory outputs with an isospin violation ranging from 0.7% to 
7%. What arises from these different results is that the analyses are severely affected by the small amount of SCX data. Therefore a program to increase the available SCX data base was undertaken. This work describes the measurement of total SCX cross sections employing a new 4pi scintillation counter 
to perform transmission measurements in the incident pion energy range from about 38 to 250MeV. The main focus was to obtain improved accuracy in comparison to existing measurements in the energy region below 100MeV. A small 4pi detector box consisting of thin plastic scintillators has been constructed. The 
transmission technique, which was used, relates the number of transmitted charged pions to that of incident beam pions and this way effectively counts events with neutral products. The incoming negative pions were counted by three beam defining counters before they hit a target of very well known size and chemical composition. The target was placed in the box detector which was not sensitive to the neutral particles resulting from the SCX. The total cross section for emerging neutral particles was derived from the comparison of the numbers of the incoming and transmitted charged particles. The total SCX cross section on hydrogen was derived from the transmissions of a CH2 target, a carbon target and an empty target. For a detailed offline analysis all TDC, QDC and FADC information was recorded in an event by event mode for each triggered beam event. Various corrections had to be applied to the data, such as random correction, the detection of neutrals in the detector, Dalitz decay, pion decay and the radiative pion capture. This measurement covers, as the only experiment, the whole Delta-resonance and the sp-interference region in one single experimental setup and improves the available data base for the SCX reaction. An accuracy of better than 2% was achieved for almost all energies. Unfortunately at energies below 80MeV unforeseen experimental problems with absorption effects, energy loss in the targets and a careful analysis resulted in increased errors at low energies. In general the results of this experiment show no significant discrepancies with previous measurements. The dispute between former transmission experiments was settled in favor of the early measurement of Bugg et al.. The most interesting discrepancy to former experiments as well as to the SAID FA02 partial wave analysis was found in the range form 60 to 90MeV were the results of this measurement are significantly smaller. This deviation can be understood as a result of an isospin violation. It is shown that the description of the SCX cross sections is improved if the s-wave amplitudes, that have 
been fixed essentially by elastic pion-nucleon scattering data, is reduced by (4+-1.5)%. The exact value depends on the SCX literature data included and on the parameters of the Delta0 Breit-Wigner resonance describing the p33-waves. This shows that p-wave as well as s-wave effects should be consideredin studies of isospin symmetry breaking. Interestingly, our best fit parameters of the Delta0-resonance are much closer to that of the Delta++-resonance than previously reported."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/48982/pdf/Dissertation_Johannes_Breitschopf.pdf?sequence=1&isAllowed=y
Abbildung von Stromverteilungen in supraleitenden Dünnfilmstrukturen	"Local analysis plays an important role in many fields of scientific research. However, imaging methods are not very common in the investigation of superconductors.

For more than 20 years, Low Temperature Scanning Electron Microscopy (LTSEM) has been successfully used at the University of Tübingen for studying of condensed matter phenomena, especially of superconductivity.

In this thesis LTSEM was used for imaging current distributions in different superconducting thin film structures:

- Imaging of current distributions in Josephson junctions with ferromagnetic interlayer, also known as SIFS junctions, showed inhomogeneous current transport over the junctions which directly led to an improvement in the fabrication process. An investigation of  improved samples showed a very homogeneous current distribution without any trace of magnetic domains. Either such domains were not present or too small for imaging with the LTSEM.

- An investigation of Nb/YBCO zigzag Josephson junctions yielded important information on signal formation in the LTSEM both for Josephson junctions in the short and in the long limit. Using a reference junction our signal formation model could be verified, thus confirming earlier results on short zigzag junctions. These results, which could be reproduced in this work, support the theory of d-wave symmetry in the superconducting order parameter of YBCO. Furthermore, investigations of the quasiparticle tunneling in the zigzag junctions showed the existence of Andreev bound states, which is another indication of the d-wave symmetry in YBCO.

- The LTSEM study of Hot Electron Bolometers (HEB) allowed the first successful imaging of a stable 'Hot Spot', a self-heating region in HEB structures. Moreover, the electron beam was used to induce an – otherwise unstable – hot spot. Both investigations yielded information on the homogeneity of the samples.

- An entirely new method of imaging the current distribution in superconducting interference devices (SQUIDs) could be developed. It is based on vortex imaging by LTSEM that had been established several years ago. The vortex signals can be used as local detectors for the vortex-free circulating sheet-current distribution J. Compared to previous inversion methods that infer J from the measured magnetic field, this method gives a more direct measurement of the current distribution. The experimental results were in very good agreement with numerical calculations of J.


The presented investigations show how versatile and useful Low Temperature Scanning Electron Microscopy can be for studying superconducting thin film structures. Thus one may expect that many more important results can be obtained with this method."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/48977/pdf/Dissx30farbe_complete.pdf?sequence=1&isAllowed=y
Monolithic integrated gyroscope with time-continuous evaluation circuit	"The fast developments of the MEMS-Technology are similar to those in the IC-World. Important requirements for chips are price reduction and miniaturization. The following PhD-thesis describes a procedure to fulfill those requirements: Integration of mechanical and electrical structures in combination with a new evaluation concept.
Minimal detectable rotation speed is the most important parameter for the majority of the applications. This detection limit can either be characterized through various electrical noise sources or through thermal (brownian) noise of the MEMS structures itself. The optimum for a gyroscope is realized, when the amplitude of brownian noise is similar to the amplitude of the electrical noise. In that case the physical detection limit is reached.
One result of the presented analysis is, that a completely time-continuous evaluation concept can detect the brownian noise of the given mechanical sensor structure. A new technological approach is necessary to realize this time-continuous evaluation concept. To prevent loss of signal and crosstalk, IC- and MEMS structures have to be placed on the same silicon chip. The mechanic must be monolithic integrated in the CMOS-ASIC.
Two approaches for a monolithic integrated chip are described. In the first approach the mechanical structure is placed directly above active IC elements and CMOS is proceeded before MEMS. Therefore the thermal budget is limited for the following proceeding of the MEMS structure. New Materials like Silicon-Germanium must be used.  
The second approach focuses on well-proven processes and materials. In this case the process flow must be adjusted extensively. MEMS and CMOS are placed laterally next to each other. MEMS and CMOS use partly identical layers.
Results of devices proceeded in both approaches are discussed."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49619/pdf/Dissertation_Scheurle_DRS.pdf?sequence=1&isAllowed=y
Simulation des Neutronenuntergrundes für das CRESST - II Experiment	"This thesis presents the simulation of the neutron induced background for
the CRESST - II experiment. This kind of background is of particular interest as the induced nuclear recoil can not be distigushed from a recoil due to the
interaction of a weakly interacting massive particle (WIMP) and a nucleus.
With regard to the CRESST - II experiment, the main question is if the observed background of run 32 can be explained by neutron sources.

Today's cosmological standard model, (LambdaCDM) demands the existence of non- baryonic, non-relativistic Dark Matter which is supported by many astronomical observations.
Constraints on the annihilation-cross-section and the mass of the Dark Matter particles during the freeze out phase in the early Universe can be formulated as they have to match the correct relict density today. Non-observation of exotic matter rule out electro-magnetic and strong interactions of those
particles. Structure formation prohibits that the Dark Matter particles are too energetic, they must propagate non-relativistically. This constraint rules out only candidate in the standard model of particle physics, the neutrino. Thus the search for Dark Matter is the search for physics beyond the standard
model. Supersymmetric (SUSY) extensions of the standard model and theories with extra dimensions offer stable particles in the mass range of 50 GeV to a few TeV which are dubbed WIMPs which are generally experimentally accessible.

The CRESST - II experiment is an direct detection experiment looking for a nuclear recoil induced by the weak interaction of a WIMP on a scintillating
CaWO_4 crystal. While charged background can be discriminated, a non discriminable background due to nuclear recoils due to neutron scattering remains.

The analysis of the interaction of the neutrons with the experimental setup and in particular the deposited energy in the detector modules requires the usage of Monte-- Carlo simulations. In this work, the GEANT4 monte - carlo framework is used. The implementation of the neutron physics in the GEANT4 package is tested and a necessary correction of the inelastic neutron scattering is presented.

The validated and enhanced code is then used for the simulation of the
following neutron sources using the CRESST - II setup:

- Neutrons produced in the ambient rock and concrete around the experiment.
- Neutrons produced via (alpha,n) and spontaneous fission (s.f.) reactions of
  U and Th contaminations in the polyethylene (PE) of the neutron shielding.
- S.f. neutrons produced by contaminations in the lead shielding.
- S.f. and (alpha,n)neutrons from contaminations of the copper shielding.
- High energetic cosmogenic neutrons produced by cosmogenic muons. The primary  particles in the simulation are the neutrons. 

For a setup of ten operational detectors a background of nuclear
recoils of 6.33 times 10^{-3}cts kg^{-1}d^{-1} is found in the energetic region of interest between 10 - 40 keV, which is only one twelfth of the experimentally
observed rate of events.

Since the simulation of the unshielded experimental setup is in good
agreement with the experimental result, an error in the implementation
of the neutron physics can be excluded. It is more probable that the
uncertainty of dominating background contribution given by the cosmogenic neutron flux may reduce the discrepancy to a factor of four. There is another independent observable which can be checked, however:

The distribution of single detector hit events to double detector hit events observed in the experiment does not match the one predicted by the simulations.

On the other hand, the simulation of the neutron calibration of run 32 of the CRESST - II experiment yields a double detector event rate in agreement with the experimental one observed for the neutron calibration.

The combination of the results on background rate in the nuclear recoil band and on the double detector hit events allow the conclusion to be drawn, that it is highly unlikely that the observed background of run 32 is induced by neutrons."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49550/pdf/DissertationStephanScholl.pdf?sequence=1&isAllowed=y
Surface quantum optics - Studies of atom/surface interactions by reflection of bose-einstein condensates from matter wave mirrors	"The Experiment described in this thesis deals with ultra cold Rubidium Atoms respectively Bose-Einstein Condensates (BEC) at a distance below one micrometer to a superpolished surface. At these small distances the Casimir-Polder potential , which is an effect of quantum electrodynamics plays a dominant role. To control the atoms despite this strong attractive force, we make use of so called evanescent dipole potentials. By internal total reflection of a laser beam at the surface a steeply decreasing repulsive potential is created. By superimposing the two potentials a energy barrier is created at a distance of a few hundred nanometers to the surface. Precise measurement of the properties of this barrier allowed for the first time the direct deduction of the Casimir-Polder potential in the distance regime between 150 nm and 230 nm. 
The use of gold layered structures allows to create much higher barriers than  above a pure dielectric surface because in the metal so called surface plasmons can be excited.  Our experiment was the first one to measure a plasmonic resonance by it’s effect  on ultra cold atoms.
By spatially structuring the gold layer, versatile two dimensional potential landscapes may be tailored.  The spatial structure can be transferred to a BEC which is reflected at the surface. The structure then acts as a hologram for matter waves. After a short time of ballistic expansion the density distribution of the diffracted BEC is detected via absorption imaging. This experiment shows the diffraction of a BEC at a lattice with a lattice constant of 1 µm. We observed a discrete momentum distribution corresponding to multiples of the reciprocal lattice vector. Quantitatively the results are analyzed using a fourier transform of the reflected wave function."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49562/pdf/main_2.pdf?sequence=1&isAllowed=y
Metal oxide wear resistant coatings: Film deposition, nanohardness, micro- and nanostructure	Alumina thin films deposited by PVD are of high interest due to their outstanding mechanical and thermal properties. The crystal structure of these films is usually referred to as gamma-Al2O3, however the crystal structure of gamma-Al2O3 is not well defined even not for bulk materials. Alumina thin films were deposited by reactive dual magnetron sputtering (dms) at 550 °C on cemented carbide substrates. The alumina grain size is smaller than 50 nm measured by dark field imaging in the transmission electron microscope (TEM). The crystal structure was analyzed by energy-filtered electron diffraction showing a characteristic background due to a disordered structure different from gamma-Al2O3 and any other known alumina phase. Indicating this we call the structure of the thin films pseudo gamma-Al2O3. Reflections belonging to gamma-Al2O3 with d lattice spacings between 0.2 nm and 0.4 nm were not visible but an intensity distribution corresponding to an amorphous structure was detected. Texture as origin for the missing reflections could be ruled out.  Diffraction analysis was performed at room temperature and -145 °C and showed the static character of the disorder. Radial intensity distribution functions were determined from diffraction patterns and were compared to x-ray diffraction data published for gamma-Al2O3. Differences between the two crystal structures were highlighted and discussed with respect to lattice spacings and intensities of the various reflections. For analyzing the crystal structure of these materials, energy filtering is absolutely necessary to identify reflections with small intensity on top of a large background. The films contained Ar with a mole fraction of about 5.6 at% as shown by energy dispersive x-ray (EDX) spectroscopy in the TEM. The plasmon energy of the disordered phase was found to be 26.1 eV as determined by electron energy-loss spectroscopy (EELS). This value corresponds to that of bulk alpha alumina. A model is presented showing Ar and Al atoms as being primarily responsible for the disorder. Mechanical properties of the films were investigated by nanoindenting.  A Young modulus of 315 GPa was found. For bulk sapphire the Young modulus is 381 GPa and for the CVD deposited alpha-Al2O3 the Young modulus is 315.8 GPa.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49594/pdf/diss_Wolfgang_Engelhart.pdf?sequence=1&isAllowed=y
Rheology of granular matter and ferrofluids	"The main focus of this thesis is the application of existing hydrodynamic theories on the rheology of granular matter and ferrofluids. For this we derive necessary equations and solve them in different boundary conditions and experimental geometries. Our goal is to describe, at least qualitatively, several observed effects in order to study the quality of the used theory.

The first part of this work is up to granulates. At the beginning of chapter three we give a short introduction in common properties of this material class. Then we introduce the hydrodynamic theory which we use in subsequent chapters. Mainly this theory is based upon a transient elasticity and on a mesoscopic granular temperature. Transience of elasticity is an essential feature because (dry) granulates have a tendency being mechanically unstable by an excitation. Granular temperature is a measure for the energy of undirected, random motions of the grains itself.

We will discuss the first observed effect in chapter four. One observes a perfect plasticity as long as the strains done at the system are relatively small. Basically this means that the measured shear stresses are independent of the chosen rate of external excitation. We are interested to describe this effect qualitatively and choose a simple shear geometry. Then we examine a stationary system and solve the equations for elastic strains together with the equation for the granular temperature. This implies for the stress tensor that it is independent from the rate of excitation.

Granulates are also exposed to to stronger deformations or excitations respectively and the granular temperature will play a central role. In chapter five we will discuss this area of granular phenomena. Such strong excitations lead to completely different behaviour of measured stresses. Depending on experimental configuration and boundary conditions we find different measured curves. The behaviour of shear stress is mostly discussed as a function of the rate of shear strain. The spectrum goes from quadratic to nearly vanishing dependencies on the rate of shear strain. We solve the equations of motion for different geometries at which we include gravitation and free surfaces successively. 

After we discussed slow and fast deformations, we will describe in chapter six the so called intermediate range. For relatively small strains we have a perfect plastic system and for strong strains we could see that we get a system which is a function of the rate of deformation in some sense. One can see that the transition is not necessarily a monotonic function, i.e. one can see a minimum in computed stresses.

The second part of this work deals with ferrofluids, i.e. strongly magnetizable liquids. With chapter seven we give a short introduction in structure and phenomena of ferrofluids. In analogy to granulates we use a hydrodynamic theory. We have to expand the hydrodynamic description with electromagnetic fields. The Magnetization appears as an independent variable for which we have an own equation of motion.

For ferrofluids there are astonishing effects under the influence of an external magnetic field. In chapter eight we discuss the possibility of a a shear thinning effect. In this chapter it is shown that the entrainment of the magnetization describes this effect. We discuss two different configurations in fields and solve this problem in simple shear geometry. The connection between magnetization and remaining magnetic fields is not a linear function but the so called Langevin-function.

In chapter nine we discuss the possibility of an elastic shear wave in a ferrofluid. We solve the relevant part of hydrodynamic mode spectrum and obtain a dispersion relation for velocity. This wave propagates perpendicular to the direction of excitation and shows not only the usual parts of dissipation which are proportional to the liquid viscosity. In addition we get expressions which are connected to the Maxwell stress tensor. This expressions generate an elastic portion in the dispersion relation."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49654/pdf/Rheologie_von_granularer_Materie_und_Ferrofluiden_Dissertation_Stefan_Mahle.pdf?sequence=1&isAllowed=y
Development of an ion optical transfer system for an imaging secondary ion mass spectrometer	In this study, the development of an ion optical transfer system for a novel secondary ion mass spectrometer based on a crossbeam with focused ion beam and scanning electron microscope and an ion trap mass spectrometer is presented. The ion optical transfer system connecting the conventional devices consists of an electrostatic transfer lens and a radio frequency ion guide. Development and characterisation of the electrostatic transfer lens is carried out by calculating the transmission and by calculating the optical properties in paraxial approximation. Characterisation of the radio frequency ion guide is carried out by calculating the transmission properties of a single radio frequency octupole using simulations and an approach based on adiabatic approximation. Subsequent, the transmission characteristics of the radio frequency ion guide is calculated regarding collisional cooling of the ions with a buffer gas by using a hard sphere collision model. Design and construction as well as some experimental results achieved with the obtained set up are presented based on exemplarily measurements. Using the novel dedicated secondary ion mass spectrometer with the incorporated ion optical transfer system, a lateral resolution of 1µm and a depth resolution of 1nm can be achieved.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49497/pdf/dissertation_final.pdf?sequence=1&isAllowed=y
Local Electrical Transport Properties of Superconducting Devices and Systems of Correlated Electrons	"In this thesis, local electrical transport properties of superconducting devices and systems of correlated electrons were studied to gain new insights into their physical behavior. Two different approaches were used for that.  An integral measuring method was used  to determine the local non-linear phase difference of Josephson devices  by varying an applied magnetic field at different angles. Furthermore, supercurrent distributions, magnetic vortices in superconducting structures and electrical conductivities in thin film devices have been investigated by means of a modernized low-temperature-scanning-electron microscopy (LTSEM) system. Generally, the present thesis treats four different subjects.
Analysis of the critical current Ic in response to the amplitude and orientation of the external magnetic field H were made on 0-pi-systems of multi-facet planar superconductor-insulator- ferromagnet-superconductor junctions (SIFS junctions) and on YBa2Cu3O7-d/Au/Nb zigzag ramp-edge junctions. Thus, it was possible to determine both, the inhomogeneous magnetic flux and the spatially varying phase within the barrier for different field angles. The specific geometries of the devices play an important role. This contributes to the general understanding of integral transport properties and of the Ic(H) characteristics of the investigated Josephson junctions.  Hence, the occurrence of a “dead angle” and other anomalous effects could be interpreted. Those can even appear for small deviations (<< 0.1 °) from the ideal field angle and may lead to erroneous conclusions about the sample quality or even the physics investigated.
Current distributions and magnetic vortices in Sr1-xLaxCuO2-grain boundary Josephson junctions have been imaged by LTSEM. The junctions form a phase-sensitive experiment based on a pi-SQUID-design. Here, the LTSEM images provide the unambiguous proof that the infinite-layer cuprate has a d-wave order parameter symmetry.  Parasitic effects could be associated with Josephson vortices, which couple inductively to the SQUID. Above a critical field, these vortices appear as a vortex chain.  A quantitative evaluation of their inductive coupling yielded important findings about LTSEM imaging of magnetic flux quanta. Besides, shielding currents and spatial modulations of the Josephson current density in the grain boundaries of the pi-SQUID junctions were imaged.  The signal generation model was verified by comparison with simulations.
In addition, the LTSEM imaging technique was applied for studies concerning dephasing-effects in serial SQUID arrays (SSA). Dephased SQUIDs within a SSA could be identified, the homogeneity of the critical currents of individual SQUIDs was mapped, and parasitic flux quanta causing dephasing were localized.  This is valuable information on local properties which are important to optimize these devices. 
In order to investigate the electrical breakdown at the insulator-metal transition (IMT) in V2O3 films, LTSEM was used  to image local differences in electrical conductivity. These are based on self heating effects of the voltage- or rather current-driven transition. The formation of a stable metallic filament was observed. In addition to numerical simulations, this confirms the formation of electro-thermal domains and, thus, provided  insights into the IMT of the correlated electron system  which was studied."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/49923/pdf/Dissertation_Scharinger.pdf?sequence=1&isAllowed=y
